data_year,bias_id,offense_id
2022,88,182981715
2022,88,179625730
2022,88,182981717
2022,88,179625731
2022,88,182981719
2022,88,182981720
2022,88,179625732
2022,88,182981722
2022,88,179640624
2022,88,182981724
2022,88,182981725
2022,88,182981728
2022,88,182981729
2022,88,182981731
2022,88,182981733
2022,88,182981734
2022,88,182981735
2022,88,182981737
2022,88,182981739
2022,88,182981741
2022,88,182981743
2022,88,182981745
2022,88,182981747
2022,88,182981748
2022,88,182981750
2022,88,182981753
2022,88,182981754
2022,88,182981756
2022,88,182981758
2022,88,182981760
2022,88,182981761
2022,88,182981763
2022,88,182981765
2022,88,182981767
2022,88,182981768
2022,88,184483725
2022,88,184483727
2022,88,184483729
2022,88,184483731
2022,88,184483732
2022,88,184483735
2022,88,184483737
2022,88,184483741
2022,88,184483742
2022,88,184483745
2022,88,184483749
2022,88,184483751
2022,88,184483754
2022,88,184483755
2022,88,184483758
2022,88,184483760
2022,88,184483762
2022,88,184483763
2022,88,184483766
2022,88,184483770
2022,88,184483771
2022,88,184483774
2022,88,184483777
2022,88,184483778
2022,88,184483781
2022,88,179993583
2022,88,186678782
2022,88,186678784
2022,88,186678786
2022,88,186678788
2022,88,179993584
2022,88,179640633
2022,88,181419585
2022,88,179640640
2022,88,179993588
2022,88,186678791
2022,88,186678793
2022,88,186678795
2022,88,186678796
2022,88,186678798
2022,88,186678800
2022,88,179993593
2022,88,186678802
2022,88,179993597
2022,88,186678804
2022,88,186678805
2022,88,186678807
2022,88,186678809
2022,88,186678811
2022,88,186678813
2022,88,186678814
2022,88,186678815
2022,88,186678817
2022,88,186678818
2022,88,186678820
2022,88,186678822
2022,88,186678823
2022,88,186678824
2022,88,186678825
2022,88,186678826
2022,88,186678827
2022,88,186678828
2022,88,186678829
2022,88,188511290
2022,88,188511291
2022,88,188511292
2022,88,188511293
2022,88,188511294
2022,88,188511295
2022,88,188511296
2022,88,188511297
2022,88,188511298
2022,88,188511299
2022,88,188511300
2022,88,188511301
2022,88,188511302
2022,88,188511303
2022,88,188511304
2022,88,188511305
2022,88,188511306
2022,88,188511307
2022,88,188511308
2022,88,188511309
2022,88,188511310
2022,88,188511311
2022,88,188511312
2022,88,188511313
2022,88,188511314
2022,88,188511315
2022,88,188511316
2022,88,188511317
2022,88,188511318
2022,88,188511319
2022,88,188511320
2022,88,188511321
2022,88,188511322
2022,88,188511323
2022,88,188511324
2022,88,188511325
2022,88,188511326
2022,88,189768451
2022,88,189768452
2022,88,189768453
2022,88,189768456
2022,88,189768457
2022,88,189768459
2022,88,189768460
2022,88,189768461
2022,88,189768462
2022,88,189768464
2022,88,189768465
2022,88,189768467
2022,88,189768468
2022,88,189768471
2022,88,189768472
2022,88,189768473
2022,88,189768474
2022,88,189768475
2022,88,189768476
2022,88,189768477
2022,88,189768478
2022,88,189768479
2022,88,189768480
2022,88,189768481
2022,88,179993603
2022,88,189768482
2022,88,189768483
2022,88,189768485
2022,88,189768486
2022,88,189768487
2022,88,189768488
2022,88,189768489
2022,88,189768490
2022,88,189768491
2022,88,189768492
2022,88,189768493
2022,88,189768494
2022,88,189768495
2022,88,189768496
2022,88,189768497
2022,88,189768498
2022,88,189768499
2022,88,189768500
2022,88,189768502
2022,88,189768503
2022,88,189768504
2022,88,189768505
2022,88,189768506
2022,88,189768507
2022,88,189768508
2022,88,189768509
2022,88,189768510
2022,88,189768511
2022,88,189768512
2022,88,189768513
2022,88,189768514
2022,88,189768515
2022,88,189768516
2022,88,189768517
2022,88,189768518
2022,88,189768519
2022,88,189768520
2022,88,189768521
2022,88,189768522
2022,88,189768523
2022,88,189768524
2022,88,189768525
2022,88,189768527
2022,88,189768528
2022,88,189768529
2022,88,189768530
2022,88,189768531
2022,88,189768532
2022,88,189768533
2022,88,189768534
2022,88,189768535
2022,88,189768536
2022,88,191027217
2022,88,191027218
2022,88,191027219
2022,88,191027221
2022,88,191027222
2022,88,191027224
2022,88,191027225
2022,88,191027226
2022,88,191027227
2022,88,191027229
2022,88,191027230
2022,88,191027231
2022,88,191027232
2022,88,191027234
2022,88,191027235
2022,88,191027236
2022,88,191027238
2022,88,191027239
2022,88,191027241
2022,88,191027242
2022,88,191027244
2022,88,191027245
2022,88,191027246
2022,88,191027248
2022,88,191027249
2022,88,191027251
2022,88,191027252
2022,88,191027253
2022,88,191027255
2022,88,191027256
2022,88,191027258
2022,88,191027260
2022,88,191027261
2022,88,191027263
2022,88,191027264
2022,88,191027266
2022,88,194318490
2022,88,194318493
2022,88,194318501
2022,88,194318503
2022,88,194318504
2022,88,194318507
2022,88,194318509
2022,88,194318511
2022,88,194318513
2022,88,194318517
2022,88,180074767
2022,88,194318519
2022,88,194318520
2022,88,194318521
2022,88,194318524
2022,88,194318525
2022,88,194318528
2022,88,194318530
2022,88,194318531
2022,88,194318532
2022,88,194318534
2022,88,194318536
2022,88,194318538
2022,88,194318539
2022,88,194318540
2022,88,194318541
2022,88,194318543
2022,88,194318545
2022,88,194318546
2022,88,194318549
2022,88,194318552
2022,88,194318553
2022,88,194318554
2022,88,194318558
2022,88,194318560
2022,88,194318561
2022,88,194318562
2022,88,194318564
2022,88,194318566
2022,88,194318567
2022,88,194318569
2022,88,194318572
2022,88,194318574
2022,88,194318575
2022,88,194318577
2022,88,194318581
2022,88,194318583
2022,88,194318586
2022,88,194318588
2022,11,194318590
2022,88,194318591
2022,88,194318592
2022,88,194318594
2022,88,194318596
2022,15,194318598
2022,15,194318599
2022,88,194318601
2022,88,194318603
2022,88,194318604
2022,88,194318605
2022,88,194318607
2022,88,194318610
2022,88,180074772
2022,88,180074774
2022,88,181408287
2022,88,181408288
2022,88,181528045
2022,88,181528046
2022,88,181419588
2022,88,181419589
2022,88,181419591
2022,88,195763897
2022,88,195763898
2022,88,195763899
2022,88,195763900
2022,88,195763901
2022,88,195763902
2022,88,195763903
2022,88,195763905
2022,88,181419592
2022,88,181419593
2022,88,181419594
2022,88,181419595
2022,88,181652957
2022,88,195763906
2022,88,181652958
2022,88,181419598
2022,88,181419599
2022,88,181419600
